sample_id,target,sample_type,event_date,latitude,longitude,state,is_ner,month,year,rain_1d,rain_3d,rain_7d,precip_1d,precip_3d,precip_7d,precip_hours_1d,precip_hours_3d,precip_hours_7d,temp_mean,temp_max,temp_min,wind_max
POS_00937,1,landslide_event,2012-06-02,28.8254,96.1517,Arunachal Pradesh,True,6,2012,31.4,51.4,61.0,31.4,51.4,61.0,24.0,59.0,80.0,7.8,9.7,6.9,8.8
POS_00941,1,landslide_event,2012-06-03,25.1775,93.0123,Assam,True,6,2012,159.2,268.79999999999995,339.29999999999995,159.2,268.79999999999995,339.29999999999995,23.0,64.0,120.0,23.9,26.3,21.6,9.5
CTRL_00962,0,matched_control,2012-06-04,26.9986,95.4993,Arunachal Pradesh,True,6,2012,4.5,72.2,221.20000000000002,4.5,72.2,221.20000000000002,14.0,50.0,132.0,24.9,28.3,22.0,6.9
CTRL_00964,0,matched_control,2012-06-04,27.174,95.8011,Arunachal Pradesh,True,6,2012,7.9,82.9,183.8,7.9,82.9,183.8,13.0,55.0,137.0,23.8,27.5,21.5,9.2
POS_00953,1,landslide_event,2012-06-10,24.8142,93.5444,Manipur,True,6,2012,9.9,17.1,35.6,9.9,17.1,35.6,19.0,40.0,77.0,26.8,29.2,24.6,4.8
CTRL_00938,0,matched_control,2012-06-23,28.8254,96.1517,Arunachal Pradesh,True,6,2012,51.7,80.2,124.3,51.7,80.2,124.3,24.0,68.0,137.0,12.2,14.7,10.3,6.2
CTRL_00942,0,matched_control,2012-06-24,25.1775,93.0123,Assam,True,6,2012,25.9,62.2,104.3,25.9,62.2,104.3,24.0,63.0,110.0,24.4,26.3,23.5,18.7
POS_00961,1,landslide_event,2012-06-25,26.9986,95.4993,Arunachal Pradesh,True,6,2012,45.9,114.2,240.79999999999998,45.9,114.2,240.79999999999998,24.0,72.0,159.0,23.9,25.1,22.7,4.5
POS_00963,1,landslide_event,2012-06-25,27.174,95.8011,Arunachal Pradesh,True,6,2012,49.2,120.60000000000001,250.40000000000003,49.2,120.60000000000001,250.40000000000003,24.0,72.0,159.0,22.2,23.4,20.8,5.4
POS_00973,1,landslide_event,2012-07-07,34.0123,77.9988,Jammu and Kashmir,False,7,2012,0.5,1.0,1.0,0.5,1.0,1.0,3.0,6.0,6.0,3.1,8.4,-1.8,10.2
CTRL_00974,0,matched_control,2012-07-28,34.0123,77.9988,Jammu and Kashmir,False,7,2012,0.0,0.0,0.30000000000000004,0.0,0.0,0.30000000000000004,0.0,0.0,2.0,7.8,13.5,0.4,8.9
CTRL_00996,0,matched_control,2012-08-01,33.2412,75.2382,Jammu and Kashmir,False,8,2012,7.0,42.1,47.300000000000004,7.0,42.1,47.300000000000004,15.0,43.0,71.0,22.8,26.6,21.0,5.0
POS_00978,1,landslide_event,2012-08-05,30.4876,78.0366,Uttarakhand,False,8,2012,5.4,84.7,133.1,5.4,84.7,133.1,8.0,49.0,119.0,22.8,25.6,20.4,5.0
POS_00991,1,landslide_event,2012-08-18,32.1797,77.1947,Himachal Pradesh,False,8,2012,1.3,4.8,22.7,1.3,4.8,22.7,5.0,11.0,52.0,23.0,27.8,19.3,6.9
POS_00995,1,landslide_event,2012-08-22,33.2412,75.2382,Jammu and Kashmir,False,8,2012,4.7,43.2,50.9,4.7,43.2,50.9,12.0,45.0,71.0,20.0,22.2,18.3,6.0
CTRL_00979,0,matched_control,2012-08-26,30.4876,78.0366,Uttarakhand,False,8,2012,6.6,97.6,178.8,6.6,97.6,178.8,14.0,58.0,134.0,22.2,25.4,19.1,7.6
POS_01013,1,landslide_event,2012-09-14,29.841,79.7758,Uttarakhand,False,9,2012,28.1,58.400000000000006,90.5,28.1,58.400000000000006,90.5,22.0,57.0,114.0,22.5,25.0,21.1,6.3
POS_01019,1,landslide_event,2012-09-17,33.9639,74.9597,Jammu and Kashmir,False,9,2012,26.4,35.3,62.599999999999994,26.4,35.3,62.599999999999994,21.0,31.0,74.0,16.8,18.4,15.0,4.3
POS_01022,1,landslide_event,2012-09-19,27.8458,95.2253,Arunachal Pradesh,True,9,2012,50.9,106.69999999999999,178.70000000000002,50.9,106.69999999999999,178.70000000000002,24.0,67.0,139.0,25.2,27.2,23.9,9.7
POS_01027,1,landslide_event,2012-11-11,23.7705,92.5217,Mizoram,True,11,2012,0.0,0.0,32.199999999999996,0.0,0.0,32.199999999999996,0.0,0.0,47.0,19.1,24.7,13.8,5.2
POS_01028,1,landslide_event,2012-12-11,32.9522,75.1533,Jammu and Kashmir,False,12,2012,1.3,1.3,1.3,2.0,2.0,2.0,8.0,8.0,8.0,9.4,13.0,4.7,9.3
POS_01032,1,landslide_event,2013-04-07,28.8254,96.1509,Arunachal Pradesh,True,4,2013,0.3,0.5,2.5,0.5,32.3,80.60000000000001,2.0,44.0,99.0,3.6,7.9,-1.8,8.6
CTRL_01033,0,matched_control,2013-04-28,28.8254,96.1509,Arunachal Pradesh,True,4,2013,0.1,1.9000000000000001,9.0,0.1,1.9000000000000001,22.5,1.0,11.0,41.0,7.3,12.4,2.2,5.4
CTRL_01046,0,matched_control,2013-05-05,28.758,77.15,Nct,False,5,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1,40.8,26.1,18.4
POS_01041,1,landslide_event,2013-05-11,26.1771,91.7599,Assam,True,5,2013,14.0,55.1,78.7,14.0,55.1,78.7,17.0,44.0,90.0,25.8,30.5,22.9,11.0
POS_01044,1,landslide_event,2013-05-12,24.9926,93.4946,Assam,True,5,2013,4.0,149.6,539.0999999999999,4.0,149.6,539.0999999999999,15.0,60.0,156.0,20.2,24.0,17.7,6.2
POS_01045,1,landslide_event,2013-05-26,28.758,77.15,Nct,False,5,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9,42.8,32.2,21.3
CTRL_01086,0,matched_control,2013-06-04,11.4991,76.4949,Tamil Nadu,False,6,2013,1.0,50.8,163.29999999999998,1.0,50.8,163.29999999999998,4.0,39.0,101.0,22.8,27.0,19.9,11.9
POS_01065,1,landslide_event,2013-06-16,31.4551,78.1996,Himachal Pradesh,False,6,2013,49.8,78.0,108.5,84.5,121.6,152.29999999999995,24.0,59.0,107.0,15.8,17.9,14.6,4.9
POS_01075,1,landslide_event,2013-06-18,12.8446,75.2476,Karnataka,False,6,2013,66.6,146.2,251.8,66.6,146.2,251.8,24.0,72.0,168.0,24.1,25.8,22.9,14.1
POS_01085,1,landslide_event,2013-06-25,11.4991,76.4949,Tamil Nadu,False,6,2013,19.9,52.900000000000006,133.4,19.9,52.900000000000006,133.4,22.0,70.0,151.0,22.0,23.8,20.4,14.7
CTRL_01157,0,matched_control,2013-07-02,30.1944,79.1939,Uttarakhand,False,7,2013,23.7,33.3,75.2,23.7,33.3,75.2,15.0,35.0,81.0,24.7,28.2,21.6,4.8
CTRL_01169,0,matched_control,2013-07-03,30.4605,79.4774,Uttarakhand,False,7,2013,15.5,30.4,64.29999999999998,15.5,30.4,64.29999999999998,18.0,46.0,91.0,21.0,22.8,18.9,4.4
CTRL_01163,0,matched_control,2013-07-03,19.1711,73.0207,Maharashtra,False,7,2013,3.4,12.7,43.2,3.4,12.7,43.2,20.0,58.0,134.0,27.8,28.8,26.6,18.6
CTRL_01197,0,matched_control,2013-07-06,30.4521,78.754,Uttarakhand,False,7,2013,24.4,81.5,99.80000000000001,24.4,81.5,99.80000000000001,22.0,53.0,89.0,16.1,17.1,14.4,5.9
POS_01115,1,landslide_event,2013-07-06,31.9906,76.7907,Himachal Pradesh,False,7,2013,53.2,88.1,124.19999999999999,53.2,88.1,124.19999999999999,24.0,64.0,113.0,23.5,24.5,22.0,6.5
CTRL_01201,0,matched_control,2013-07-07,29.9964,80.201,Uttarakhand,False,7,2013,83.9,206.39999999999998,285.4,83.9,206.39999999999998,285.4,24.0,71.0,148.0,17.8,18.9,16.8,5.1
CTRL_01207,0,matched_control,2013-07-08,32.9918,75.1945,Jammu and Kashmir,False,7,2013,3.7,20.0,37.5,3.7,20.0,37.5,13.0,45.0,85.0,25.9,28.8,22.8,6.6
CTRL_01205,0,matched_control,2013-07-08,32.9918,75.1945,Jammu and Kashmir,False,7,2013,3.7,20.0,37.5,3.7,20.0,37.5,13.0,45.0,85.0,25.9,28.8,22.8,6.6
POS_01144,1,landslide_event,2013-07-14,32.17,77.1788,Himachal Pradesh,False,7,2013,5.2,15.8,28.699999999999996,5.2,15.8,28.699999999999996,12.0,38.0,72.0,23.6,27.8,16.6,6.1
POS_01156,1,landslide_event,2013-07-23,30.1944,79.1939,Uttarakhand,False,7,2013,13.2,53.49999999999999,144.39999999999998,13.2,53.49999999999999,144.39999999999998,14.0,58.0,141.0,24.4,26.6,22.0,3.3
POS_01168,1,landslide_event,2013-07-24,30.4605,79.4774,Uttarakhand,False,7,2013,10.7,67.1,181.5,10.7,67.1,181.5,23.0,67.0,162.0,20.8,23.7,18.3,6.6
POS_01162,1,landslide_event,2013-07-24,19.1711,73.0207,Maharashtra,False,7,2013,26.8,118.4,242.49999999999997,26.8,118.4,242.49999999999997,24.0,72.0,168.0,26.3,27.3,25.5,24.2
CTRL_01116,0,matched_control,2013-07-27,31.9906,76.7907,Himachal Pradesh,False,7,2013,4.4,9.100000000000001,84.8,4.4,9.100000000000001,84.8,10.0,23.0,90.0,25.3,28.1,22.3,6.9
POS_01196,1,landslide_event,2013-07-27,30.4521,78.754,Uttarakhand,False,7,2013,5.0,18.2,63.4,5.0,18.2,63.4,9.0,31.0,93.0,18.4,22.8,14.9,7.1
POS_01200,1,landslide_event,2013-07-28,29.9964,80.201,Uttarakhand,False,7,2013,16.8,46.9,192.89999999999998,16.8,46.9,192.89999999999998,23.0,57.0,147.0,19.2,21.6,16.4,6.5
POS_01204,1,landslide_event,2013-07-29,32.9918,75.1945,Jammu and Kashmir,False,7,2013,32.6,47.0,87.8,32.6,47.0,87.8,21.0,43.0,90.0,28.7,31.0,26.9,9.4
POS_01206,1,landslide_event,2013-07-29,32.9918,75.1945,Jammu and Kashmir,False,7,2013,32.6,47.0,87.8,32.6,47.0,87.8,21.0,43.0,90.0,28.7,31.0,26.9,9.4
POS_01228,1,landslide_event,2013-08-04,26.0481,94.4619,Nagaland,True,8,2013,10.4,22.200000000000003,38.00000000000001,10.4,22.200000000000003,38.00000000000001,18.0,39.0,69.0,23.4,28.5,20.0,5.5
POS_01220,1,landslide_event,2013-08-04,26.2083,94.5438,Nagaland,True,8,2013,15.0,32.1,71.1,15.0,32.1,71.1,17.0,37.0,83.0,27.7,31.5,24.3,6.9
POS_01238,1,landslide_event,2013-08-04,9.9995,77.0309,Kerala,False,8,2013,116.5,151.5,192.5,116.5,151.5,192.5,24.0,65.0,131.0,21.1,22.9,19.4,19.8
POS_01226,1,landslide_event,2013-08-04,25.8376,94.5234,Nagaland,True,8,2013,8.9,17.1,31.1,8.9,17.1,31.1,13.0,29.0,56.0,27.3,32.1,23.4,4.7
POS_01234,1,landslide_event,2013-08-04,26.0137,94.5163,Nagaland,True,8,2013,10.4,22.200000000000003,38.00000000000001,10.4,22.200000000000003,38.00000000000001,18.0,39.0,69.0,23.4,28.5,20.0,5.5
POS_01230,1,landslide_event,2013-08-04,26.1807,94.5497,Nagaland,True,8,2013,15.0,32.1,71.1,15.0,32.1,71.1,17.0,37.0,83.0,27.7,31.5,24.3,6.9
POS_01248,1,landslide_event,2013-08-05,10.0486,76.7606,Kerala,False,8,2013,79.2,218.5,286.0,79.2,218.5,286.0,24.0,69.0,158.0,21.8,24.0,20.2,16.3
CTRL_01303,0,matched_control,2013-08-07,29.9531,78.1514,Uttarakhand,False,8,2013,12.4,57.300000000000004,84.8,12.4,57.300000000000004,84.8,14.0,46.0,91.0,28.4,30.8,25.8,8.8
POS_01260,1,landslide_event,2013-08-07,32.9913,75.1915,Jammu and Kashmir,False,8,2013,5.4,32.2,105.1,5.4,32.2,105.1,11.0,43.0,97.0,26.4,28.6,24.5,7.4
POS_01277,1,landslide_event,2013-08-14,32.9913,75.1915,Jammu and Kashmir,False,8,2013,29.2,64.8,135.6,29.2,64.8,135.6,23.0,55.0,120.0,23.8,25.2,22.8,4.8
CTRL_01229,0,matched_control,2013-08-25,26.0481,94.4619,Nagaland,True,8,2013,4.7,11.100000000000001,18.400000000000002,4.7,11.100000000000001,18.400000000000002,15.0,30.0,49.0,22.9,25.5,20.2,4.1
CTRL_01231,0,matched_control,2013-08-25,26.1807,94.5497,Nagaland,True,8,2013,4.8,17.700000000000003,48.20000000000001,4.8,17.700000000000003,48.20000000000001,14.0,35.0,60.0,27.3,29.7,24.6,4.5
CTRL_01221,0,matched_control,2013-08-25,26.2083,94.5438,Nagaland,True,8,2013,4.8,17.700000000000003,48.20000000000001,4.8,17.700000000000003,48.20000000000001,14.0,35.0,60.0,27.3,29.7,24.6,4.5
CTRL_01235,0,matched_control,2013-08-25,26.0137,94.5163,Nagaland,True,8,2013,4.7,11.100000000000001,18.400000000000002,4.7,11.100000000000001,18.400000000000002,15.0,30.0,49.0,22.9,25.5,20.2,4.1
CTRL_01227,0,matched_control,2013-08-25,25.8376,94.5234,Nagaland,True,8,2013,3.9,13.799999999999999,22.2,3.9,13.799999999999999,22.2,10.0,23.0,44.0,26.6,29.9,23.1,4.1
CTRL_01239,0,matched_control,2013-08-25,9.9995,77.0309,Kerala,False,8,2013,3.1,8.9,27.8,3.1,8.9,27.8,8.0,27.0,68.0,22.6,25.6,19.9,11.3
CTRL_01249,0,matched_control,2013-08-26,10.0486,76.7606,Kerala,False,8,2013,3.2,10.2,42.7,3.2,10.2,42.7,8.0,26.0,69.0,24.0,27.2,21.3,12.4
CTRL_01261,0,matched_control,2013-08-28,32.9913,75.1915,Jammu and Kashmir,False,8,2013,6.5,18.6,34.2,6.5,18.6,34.2,10.0,28.0,60.0,26.2,28.9,23.8,6.9
POS_01302,1,landslide_event,2013-08-28,29.9531,78.1514,Uttarakhand,False,8,2013,8.9,21.2,33.199999999999996,8.9,21.2,33.199999999999996,11.0,50.0,79.0,28.0,30.9,25.1,7.6
POS_01306,1,landslide_event,2013-09-01,24.9829,93.5063,Assam,True,9,2013,5.5,8.5,84.0,5.5,8.5,84.0,12.0,26.0,84.0,23.6,26.6,21.1,7.1
POS_01312,1,landslide_event,2013-09-02,27.1614,93.7525,Arunachal Pradesh,True,9,2013,12.2,37.3,78.9,12.2,37.3,78.9,24.0,62.0,138.0,27.4,29.7,25.8,7.2
CTRL_01307,0,matched_control,2013-09-22,24.9829,93.5063,Assam,True,9,2013,2.3,8.1,21.5,2.3,8.1,21.5,8.0,17.0,26.0,24.1,29.0,20.3,5.1
CTRL_01313,0,matched_control,2013-09-23,27.1614,93.7525,Arunachal Pradesh,True,9,2013,2.4,7.1,15.2,2.4,7.1,15.2,13.0,33.0,50.0,28.8,33.3,26.0,5.8
POS_01347,1,landslide_event,2013-11-13,8.4557,77.009,Kerala,False,11,2013,6.5,38.2,44.300000000000004,6.5,38.2,44.300000000000004,12.0,44.0,54.0,26.2,27.7,25.1,11.5
POS_01344,1,landslide_event,2013-11-13,8.4863,76.9517,Kerala,False,11,2013,6.5,38.2,44.300000000000004,6.5,38.2,44.300000000000004,12.0,44.0,54.0,26.2,27.7,25.1,11.5
POS_01349,1,landslide_event,2013-11-20,20.0014,73.7917,Maharashtra,False,11,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,30.5,13.9,8.3
CTRL_01356,0,matched_control,2014-02-02,33.2359,75.244,Jammu and Kashmir,False,2,2014,4.5,4.5,4.5,9.2,9.2,9.2,11.0,11.0,11.0,4.7,9.0,1.0,5.9
POS_01354,1,landslide_event,2014-02-12,31.8246,77.4702,Himachal Pradesh,False,2,2014,0.0,0.0,0.30000000000000004,0.0,4.5,69.1,0.0,19.0,54.0,-7.9,0.6,-16.0,8.9
POS_01355,1,landslide_event,2014-02-23,33.2359,75.244,Jammu and Kashmir,False,2,2014,0.0,4.800000000000001,4.800000000000001,0.0,20.4,20.4,0.0,26.0,26.0,3.5,9.5,-0.9,6.1
POS_01357,1,landslide_event,2014-03-10,33.2359,75.2439,Jammu and Kashmir,False,3,2014,23.2,31.1,34.2,58.5,73.9,79.8,24.0,46.0,69.0,2.6,5.9,0.1,6.4
POS_01360,1,landslide_event,2014-03-20,33.2355,75.2449,Jammu and Kashmir,False,3,2014,0.0,5.1,29.400000000000002,0.0,7.3,34.0,0.0,10.0,42.0,9.3,15.0,4.1,6.6
CTRL_01358,0,matched_control,2014-03-31,33.2359,75.2439,Jammu and Kashmir,False,3,2014,0.0,2.0,30.799999999999997,0.0,2.0,35.4,0.0,8.0,62.0,9.5,18.3,1.7,9.4
POS_01364,1,landslide_event,2014-05-07,18.5158,73.1822,Maharashtra,False,5,2014,5.0,5.0,6.5,5.0,5.0,6.5,3.0,3.0,4.0,29.2,35.4,25.0,11.4
POS_01371,1,landslide_event,2014-05-14,33.2394,75.2405,Jammu and Kashmir,False,5,2014,3.4,47.1,74.8,3.4,47.2,74.9,6.0,47.0,78.0,13.2,18.9,6.9,8.4
CTRL_01365,0,matched_control,2014-05-28,18.5158,73.1822,Maharashtra,False,5,2014,0.4,3.4,3.4,0.4,3.4,3.4,1.0,4.0,4.0,28.7,33.9,25.2,14.2
CTRL_01377,0,matched_control,2014-06-05,26.1844,91.7896,Assam,True,6,2014,2.6,6.5,19.9,2.6,6.5,19.9,6.0,16.0,38.0,29.9,33.4,27.4,15.9
CTRL_01383,0,matched_control,2014-06-06,26.1619,91.7697,Assam,True,6,2014,7.8,11.9,19.0,7.8,11.9,19.0,10.0,20.0,34.0,28.8,31.9,27.1,5.9
CTRL_01385,0,matched_control,2014-06-07,26.1964,91.7652,Assam,True,6,2014,15.2,25.6,33.800000000000004,15.2,25.6,33.800000000000004,10.0,26.0,42.0,28.9,31.9,26.9,12.3
POS_01376,1,landslide_event,2014-06-26,26.1844,91.7896,Assam,True,6,2014,26.3,37.8,187.79999999999998,26.3,37.8,187.79999999999998,18.0,37.0,130.0,29.2,33.5,26.8,11.2
POS_01382,1,landslide_event,2014-06-27,26.1619,91.7697,Assam,True,6,2014,7.0,40.5,168.1,7.0,40.5,168.1,20.0,43.0,126.0,28.7,31.3,26.8,6.9
POS_01384,1,landslide_event,2014-06-28,26.1964,91.7652,Assam,True,6,2014,4.7,38.0,113.69999999999999,4.7,38.0,113.69999999999999,13.0,51.0,115.0,28.4,30.0,26.4,14.3
CTRL_01391,0,matched_control,2014-07-01,33.2395,75.2406,Jammu and Kashmir,False,7,2014,17.5,27.3,46.6,17.5,27.3,46.6,20.0,38.0,57.0,20.8,24.1,18.1,6.1
POS_01390,1,landslide_event,2014-07-22,33.2395,75.2406,Jammu and Kashmir,False,7,2014,2.5,4.3,22.7,2.5,4.3,22.7,8.0,18.0,64.0,24.0,27.7,21.3,7.6
POS_01414,1,landslide_event,2014-08-17,34.5382,74.2493,Jammu and Kashmir,False,8,2014,0.3,70.7,86.29999999999998,0.3,70.7,86.29999999999998,1.0,46.0,81.0,19.1,24.9,11.8,7.2
POS_01416,1,landslide_event,2014-08-20,20.5349,73.1703,Gujarat,False,8,2014,3.5,4.2,22.4,3.5,4.2,22.4,2.0,7.0,65.0,28.7,33.1,25.8,10.2
CTRL_01453,0,matched_control,2014-09-01,26.1985,91.7998,Assam,True,9,2014,25.2,94.1,141.4,25.2,94.1,141.4,17.0,46.0,96.0,28.6,31.3,25.4,7.7
CTRL_01463,0,matched_control,2014-09-01,26.159,91.8178,Assam,True,9,2014,25.2,94.1,141.4,25.2,94.1,141.4,17.0,46.0,96.0,28.6,31.3,25.4,7.7
CTRL_01471,0,matched_control,2014-09-05,33.0365,74.4889,Jammu and Kashmir,False,9,2014,108.0,266.6,279.6,108.0,266.6,279.6,24.0,72.0,89.0,21.1,22.1,20.0,17.5
POS_01442,1,landslide_event,2014-09-09,31.7766,76.9832,Himachal Pradesh,False,9,2014,4.2,29.099999999999998,146.5,4.2,29.099999999999998,146.5,11.0,32.0,100.0,20.5,24.2,14.7,7.0
POS_01462,1,landslide_event,2014-09-22,26.159,91.8178,Assam,True,9,2014,58.2,143.6,184.89999999999998,58.2,143.6,184.89999999999998,24.0,62.0,106.0,24.9,26.2,23.6,12.2
POS_01452,1,landslide_event,2014-09-22,26.1985,91.7998,Assam,True,9,2014,58.2,143.6,184.89999999999998,58.2,143.6,184.89999999999998,24.0,62.0,106.0,24.9,26.2,23.6,12.2
POS_01470,1,landslide_event,2014-09-26,33.0365,74.4889,Jammu and Kashmir,False,9,2014,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,25.7,31.3,19.7,9.0
CTRL_01443,0,matched_control,2014-09-30,31.7766,76.9832,Himachal Pradesh,False,9,2014,1.2,3.6999999999999997,7.8999999999999995,1.2,3.6999999999999997,7.8999999999999995,4.0,12.0,26.0,18.3,22.6,13.8,6.0
POS_01479,1,landslide_event,2014-10-12,19.2046,84.1917,Odisha,False,10,2014,71.2,102.8,109.09999999999998,71.2,102.8,109.09999999999998,24.0,55.0,72.0,19.0,20.0,18.3,29.6
CTRL_01528,0,matched_control,2015-03-07,33.0186,75.2405,Jammu and Kashmir,False,3,2015,27.0,40.6,148.0,29.8,44.800000000000004,163.7,14.0,31.0,91.0,10.5,15.4,7.2,8.8
CTRL_01530,0,matched_control,2015-03-07,33.9548314,74.79428356,Jammu and Kashmir,False,3,2015,7.8,27.1,94.0,17.3,60.3,159.4,14.0,58.0,141.0,1.2,5.2,-1.2,5.0
POS_01519,1,landslide_event,2015-03-19,25.0318,92.4584,Assam,True,3,2015,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,1.0,26.4,33.4,17.5,16.7
POS_01520,1,landslide_event,2015-03-21,33.1754,75.8103,Jammu and Kashmir,False,3,2015,0.0,0.0,1.5,0.0,0.0,58.0,0.0,0.0,55.0,10.9,16.7,6.1,5.3
POS_01527,1,landslide_event,2015-03-28,33.0186,75.2405,Jammu and Kashmir,False,3,2015,7.7,7.7,9.9,7.7,7.7,9.9,6.0,6.0,10.0,20.1,27.9,12.8,9.3
POS_01529,1,landslide_event,2015-03-28,33.9548314,74.79428356,Jammu and Kashmir,False,3,2015,26.2,26.2,38.0,26.2,26.2,38.0,17.0,17.0,30.0,7.8,14.1,3.7,7.0
POS_01539,1,landslide_event,2015-04-02,34.1587,74.4725,Jammu and Kashmir,False,4,2015,16.3,57.099999999999994,133.2,16.3,57.5,137.1,18.0,58.0,99.0,10.1,15.1,5.6,6.4
CTRL_01540,0,matched_control,2015-04-23,34.1587,74.4725,Jammu and Kashmir,False,4,2015,0.0,0.0,45.6,0.0,0.0,45.6,0.0,0.0,38.0,16.8,25.5,7.7,4.0
CTRL_01592,0,matched_control,2015-06-03,26.0319,94.5466,Nagaland,True,6,2015,4.2,10.5,84.49999999999999,4.2,10.5,84.49999999999999,10.0,30.0,88.0,19.3,22.7,16.3,6.6
CTRL_01602,0,matched_control,2015-06-08,27.0161,88.2478,West Bengal,False,6,2015,15.3,38.6,80.8,15.3,38.6,80.8,21.0,66.0,127.0,17.5,20.9,15.1,6.0
POS_01573,1,landslide_event,2015-06-13,25.463,92.2121,Meghalaya,True,6,2015,35.4,305.8,420.79999999999995,35.4,305.8,420.79999999999995,24.0,72.0,165.0,20.2,22.6,19.1,13.2
POS_01574,1,landslide_event,2015-06-13,27.0165,88.2476,West Bengal,False,6,2015,37.6,75.6,142.7,37.6,75.6,142.7,24.0,64.0,153.0,16.1,18.6,13.9,6.4
POS_01575,1,landslide_event,2015-06-16,25.5084,90.2191,Meghalaya,True,6,2015,21.8,56.00000000000001,281.90000000000003,21.8,56.00000000000001,281.90000000000003,10.0,53.0,145.0,26.8,29.1,25.5,11.6
POS_01576,1,landslide_event,2015-06-16,25.5114,90.215,Meghalaya,True,6,2015,21.8,56.00000000000001,281.90000000000003,21.8,56.00000000000001,281.90000000000003,10.0,53.0,145.0,26.8,29.1,25.5,11.6
POS_01584,1,landslide_event,2015-06-21,18.7833,73.4703,Maharashtra,False,6,2015,40.5,87.6,129.1,40.5,87.6,129.1,24.0,67.0,134.0,24.9,26.3,24.0,23.7
POS_01591,1,landslide_event,2015-06-24,26.0319,94.5466,Nagaland,True,6,2015,12.4,78.39999999999999,105.0,12.4,78.39999999999999,105.0,8.0,54.0,113.0,19.7,22.8,16.5,4.8
POS_01601,1,landslide_event,2015-06-29,27.0161,88.2478,West Bengal,False,6,2015,6.3,51.400000000000006,110.7,6.3,51.400000000000006,110.7,19.0,62.0,130.0,16.8,19.4,15.3,6.0
POS_01613,1,landslide_event,2015-07-01,26.9978,88.167,West Bengal,False,7,2015,26.4,47.3,110.5,26.4,47.3,110.5,19.0,58.0,125.0,17.6,20.4,15.5,6.3
POS_01615,1,landslide_event,2015-07-01,26.8352,88.1881,West Bengal,False,7,2015,18.5,49.800000000000004,118.10000000000001,18.5,49.800000000000004,118.10000000000001,23.0,63.0,131.0,27.0,29.9,25.1,7.4
CTRL_01660,0,matched_control,2015-07-01,25.4538,93.9827,Manipur,True,7,2015,2.3,10.0,104.3,2.3,10.0,104.3,11.0,34.0,102.0,22.7,26.3,19.8,6.9
CTRL_01656,0,matched_control,2015-07-01,24.7979,92.9974,Assam,True,7,2015,10.8,15.9,171.7,10.8,15.9,171.7,15.0,37.0,112.0,29.1,32.7,26.1,7.1
CTRL_01658,0,matched_control,2015-07-01,25.5007,93.9854,Manipur,True,7,2015,2.3,10.0,104.3,2.3,10.0,104.3,11.0,34.0,102.0,22.7,26.3,19.8,6.9
CTRL_01668,0,matched_control,2015-07-03,24.9818,93.5142,Manipur,True,7,2015,7.1,18.099999999999998,93.19999999999999,7.1,18.099999999999998,93.19999999999999,16.0,49.0,109.0,22.6,26.0,20.6,7.7
CTRL_01696,0,matched_control,2015-07-06,11.8348,75.4856,Kerala,False,7,2015,1.6,7.6,15.5,1.6,7.6,15.5,11.0,43.0,83.0,27.4,29.2,25.6,18.7
POS_01641,1,landslide_event,2015-07-13,32.2473,78.037,Himachal Pradesh,False,7,2015,0.8,6.6,7.3,2.0,30.3,37.1,7.0,55.0,70.0,1.4,5.3,-3.6,3.8
POS_01659,1,landslide_event,2015-07-22,25.4538,93.9827,Manipur,True,7,2015,20.6,86.69999999999999,171.4,20.6,86.69999999999999,171.4,24.0,72.0,167.0,21.8,24.0,20.2,4.4
POS_01655,1,landslide_event,2015-07-22,24.7979,92.9974,Assam,True,7,2015,32.2,140.9,358.40000000000003,32.2,140.9,358.40000000000003,23.0,69.0,164.0,27.6,29.4,26.2,4.8
CTRL_01616,0,matched_control,2015-07-22,26.8352,88.1881,West Bengal,False,7,2015,38.9,52.5,73.7,38.9,52.5,73.7,19.0,48.0,94.0,26.4,28.7,24.3,7.3
CTRL_01614,0,matched_control,2015-07-22,26.9978,88.167,West Bengal,False,7,2015,13.5,23.700000000000003,38.6,13.5,23.700000000000003,38.6,17.0,46.0,89.0,16.7,18.8,14.8,4.1
POS_01657,1,landslide_event,2015-07-22,25.5007,93.9854,Manipur,True,7,2015,20.6,86.69999999999999,171.4,20.6,86.69999999999999,171.4,24.0,72.0,167.0,21.8,24.0,20.2,4.4
POS_01667,1,landslide_event,2015-07-24,24.9818,93.5142,Manipur,True,7,2015,14.2,90.6,174.89999999999998,14.2,90.6,174.89999999999998,20.0,63.0,148.0,21.0,22.3,19.7,3.8
POS_01695,1,landslide_event,2015-07-27,11.8348,75.4856,Kerala,False,7,2015,4.1,36.199999999999996,166.4,4.1,36.199999999999996,166.4,14.0,62.0,157.0,26.4,28.3,24.8,12.5
POS_01729,1,landslide_event,2015-08-01,24.954,94.2156,Manipur,True,8,2015,4.1,103.69999999999999,196.1,4.1,103.69999999999999,196.1,14.0,62.0,143.0,18.1,22.4,15.6,5.4
